x,z,y
7.5,9.380210813218241,2
22.5,10.014819658214023,2
37.5,10.005912867407064,2
52.5,9.587293699480021,2
67.5,9.988099285793147,2
82.5,9.943565331758355,2
97.5,9.16199443844776,2
112.5,9.907938168530523,2
127.5,9.823323655864419,2
142.5,9.711988770777438,2
157.5,9.571706815567845,2
172.5,9.231022067201687,2
187.5,9.148634252237324,2
202.5,9.11523378671123,2
217.5,9.17312792695646,2
232.5,9.231022067201687,2
247.5,9.253289044219084,2
262.5,9.251062346517344,2
277.5,9.237702160306906,2
292.5,9.202074997079073,2
307.5,9.17312792695646,2
322.5,9.126367275219927,2
337.5,9.137500763728625,2
352.5,9.244382253412125,2
367.5,9.259969137324303,2
382.5,9.404704487937376,2
397.5,9.569480117866105,2
412.5,9.743162538601792,2
427.5,9.834457144373117,2
442.5,9.899031377723563,2
457.5,9.950245424863574,2
472.5,9.965832308775752,2
487.5,9.97919249498619,2
502.5,9.992552681196628,2
517.5,10.005912867407064,2
532.5,10.012592960512283,2
547.5,10.012592960512283,2
562.5,9.052886251062521,2
577.5,10.012592960512283,2
592.5,10.003686169705325,2
607.5,9.867857609899211,2
622.5,9.992552681196628,2
637.5,9.999232774301845,2
652.5,9.983645890389669,2
667.5,10.019273053617502,2
682.5,10.019273053617502,2
697.5,10.019273053617502,2
712.5,10.019273053617502,2
727.5,10.019273053617502,2
742.5,10.019273053617502,2
757.5,10.019273053617502,2
772.5,10.019273053617502,2
787.5,10.019273053617502,2
802.5,10.019273053617502,2
817.5,10.019273053617502,2
832.5,10.019273053617502,2
847.5,10.019273053617502,2
862.5,10.019273053617502,2
877.5,10.019273053617502,2
892.5,10.019273053617502,2
907.5,10.019273053617502,2
922.5,10.019273053617502,2
937.5,10.019273053617502,2
952.5,10.019273053617502,2
967.5,10.019273053617502,2
982.5,10.019273053617502,2
997.5,9.950245424863574,2
1012.5,9.994779378898366,2
1027.5,10.003686169705325,2
1042.5,10.003686169705325,2
1057.5,10.012592960512283,2
1072.5,10.012592960512283,2
1087.5,10.010366262810544,2
1102.5,10.019273053617502,2
1117.5,9.981419192687929,2
