Timestamp,Area
0.0,309859.53125
0.08,309619.84375
0.2,309860.375
0.28,310050.28125
0.4,309505.375
0.48000000000000004,309504.0
0.6,309670.9375
0.68,309480.21875
0.8,309885.09375
0.88,309098.625
1.0,309289.3125
1.08,308883.625
1.2,309074.3125
1.28,309074.3125
1.4000000000000001,309099.3125
1.48,309099.3125
1.6,309099.3125
1.679,309099.3125
1.7990000000000002,309532.15625
1.879,309532.15625
1.999,309557.25
2.079,308934.3125
2.1990000000000003,309366.5
2.279,309557.25
2.399,309557.25
2.479,309557.25
2.599,309557.25
2.6790000000000003,309557.25
2.799,309506.65625
2.879,309506.65625
2.999,309290.6875
3.079,309290.6875
3.1990000000000003,309481.625
3.2790000000000004,309316.4375
3.399,309456.3125
3.479,309481.375
3.599,309481.375
3.6790000000000003,309481.21875
3.7990000000000004,309099.53125
3.879,309340.25
3.999,309556.5625
4.079000000000001,309341.25
4.199,309176.125
4.279,309696.5
4.399,309810.3125
4.479,309316.21875
4.599,309556.59375
4.679,309123.75
4.799,309313.375
4.879,309313.375
4.9990000000000006,309669.625
5.079000000000001,309365.21875
5.199,309340.21875
5.2780000000000005,309619.84375
5.398000000000001,310025.71875
5.478000000000001,309910.625
5.598,309721.03125
5.678,309721.03125
5.798,309720.46875
5.878,309720.46875
5.998,309670.4375
6.078,309530.3125
6.198,309721.21875
6.2780000000000005,309556.03125
6.398000000000001,309836.46875
6.478000000000001,309073.25
6.598000000000001,306591.5
6.678,305003.1875
6.798,302072.96875
6.878,299233.125
6.998,296021.21875
7.078,292899.75
7.198,290164.0625
7.2780000000000005,288042.28125
7.398000000000001,284185.09375
7.598000000000001,279702.03125
7.678,277269.125
7.798,274893.84375
7.878,272482.4375
7.998,269051.4375
8.078000000000001,266771.8125
8.198,264313.1875
8.278,261995.03125
8.398,259500.53125
8.478,256833.375
8.598,254514.59375
8.678,252882.9375
8.798,249883.75
8.878,248005.4375
8.997,245547.25
9.077,243437.40625
9.197000000000001,241145.625
9.277000000000001,239579.90625
9.397,236994.875
9.477,234988.21875
9.597000000000001,232450.5
9.677,230978.0625
9.797,228647.53125
9.877,227188.9375
9.997,224023.0625
10.077,223083.9375
10.197000000000001,220473.6875
10.277000000000001,219328.21875
10.397,217494.0625
10.477,215751.75
10.597000000000001,213236.3125
10.677000000000001,212772.9375
10.797,212226.875
10.877,212342.1875
10.997,211847.5
11.077,211983.90625
11.197000000000001,212341.6875
11.277000000000001,212341.65625
11.397,212183.75
11.477,211940.9375
11.597000000000001,211826.0625
11.677000000000001,211846.875
11.797,211710.5625
11.877,211668.6875
11.997,212047.40625
12.077,212047.4375
12.197000000000001,212047.4375
12.277000000000001,211731.5
12.397,211647.3125
12.477,212140.625
12.596,212119.6875
12.676,212004.21875
12.796000000000001,211890.4375
12.876000000000001,212142.75
12.996,212068.90625
13.076,211847.5625
13.196000000000002,211847.5625
13.276,211847.5625
13.396,212140.625
13.476,211962.34375
13.596,212141.75
13.676,212047.40625
13.796000000000001,212204.8125
13.876000000000001,211868.46875
13.996,211847.5
14.076,211690.125
14.196000000000002,211511.25
14.276,212184.28125
14.396,212142.21875
14.476,212026.40625
14.596,212025.9375
14.676,211531.625
14.796000000000001,212026.375
14.876000000000001,212026.375
14.996,212046.40625
15.076,211962.5
15.196000000000002,212119.4375
15.276000000000002,212340.28125
15.396,212299.03125
15.476,212479.0
15.596,212321.125
15.676,212479.0
15.796000000000001,212184.28125
15.876000000000001,211889.0
15.996,211668.53125
16.076,212046.90625
16.195,212046.90625
16.275000000000002,211825.78125
16.395,212025.0
16.475,212025.0
16.595000000000002,211825.78125
16.675,211826.0625
16.795,212225.8125
16.875,211826.1875
16.995,212319.34375
17.075,212456.21875
17.195,211983.8125
17.275000000000002,212163.75
17.395,212321.125
17.475,212162.25
17.595000000000002,212004.875
17.675,211415.5
17.795,212226.34375
17.875,212204.8125
17.995,211889.0
18.075,212183.46875
18.195,211731.6875
18.275000000000002,211890.0
18.395,212005.375
18.475,212005.375
18.595000000000002,211732.09375
18.675,211690.625
18.795,211690.125
18.875,212205.3125
18.995,212299.03125
19.075,211888.875
19.195,212183.8125
19.275000000000002,212182.875
19.395,211846.875
19.475,212141.15625
19.595000000000002,211867.59375
19.675,211888.5
19.794,211867.59375
19.874000000000002,211731.09375
19.994,212497.6875
20.074,211961.625
20.194000000000003,212256.3125
20.274,211962.5
20.394000000000002,212162.25
20.474,212320.625
20.594,212614.78125
20.674,212394.25
20.794,212140.34375
20.874000000000002,212003.21875
20.994,212182.6875
21.074,212342.1875
21.194000000000003,212278.5625
21.274,212319.625
21.394000000000002,212434.875
21.474,212204.8125
21.594,212278.03125
21.674,212183.8125
21.794,212455.8125
21.874000000000002,212140.09375
21.994,212635.90625
22.074,212299.5625
22.194000000000003,212004.375
22.274,212119.875
22.394000000000002,212656.03125
22.474,212278.03125
22.594,212572.625
22.674,212456.84375
22.794,211846.25
22.874000000000002,212141.0
22.994,211983.71875
