Timestamp,Area
0.0,303653.0625
0.079,303653.0625
0.199,303872.5
0.279,303684.34375
0.399,303842.5625
0.47900000000000004,303474.53125
0.599,304043.125
0.679,304043.125
0.799,304179.53125
0.879,303873.875
0.999,303772.0
1.079,303830.4375
1.199,304251.5625
1.2790000000000001,304311.5625
1.399,303861.5625
1.479,304063.40625
1.599,304140.875
1.679,304081.0
1.7990000000000002,303855.0
1.879,303823.625
1.999,303875.25
2.079,303685.71875
2.1990000000000003,303685.71875
2.279,303685.71875
2.399,303685.71875
2.479,303875.25
2.599,303875.25
2.6790000000000003,303875.25
2.799,303685.71875
2.879,303685.71875
2.999,303685.71875
3.079,303685.71875
3.1990000000000003,303685.71875
3.2790000000000004,303685.71875
3.399,303873.875
3.479,303873.875
3.599,303873.875
3.6780000000000004,304252.9375
3.798,303873.875
3.878,303873.875
3.998,303873.875
4.078,303873.875
4.198,303623.5
4.2780000000000005,303473.125
4.398000000000001,304022.84375
4.478000000000001,304022.84375
4.598,303853.59375
4.678,304043.125
4.798,303853.59375
4.878,303853.59375
4.998,303820.875
5.078,303263.28125
5.198,303232.03125
5.2780000000000005,303441.875
5.398000000000001,303631.375
5.478000000000001,303631.375
5.598,303631.375
5.678,303631.375
5.798,304010.375
5.878,304199.875
5.998,304447.9375
6.078,303662.65625
6.198,303822.25
6.2780000000000005,303431.03125
6.398000000000001,303662.65625
6.478000000000001,303474.53125
6.598000000000001,303474.53125
6.678,303474.53125
6.798,303474.53125
6.878,303474.53125
6.998,303305.28125
7.078,303869.75
7.198,303493.4375
7.277,303335.15625
7.397,303115.75
7.477,303463.5625
7.597,303115.75
7.6770000000000005,303650.375
7.797000000000001,302926.21875
7.877000000000001,302926.21875
7.997000000000001,303471.71875
8.077,303473.125
8.197000000000001,302104.4375
8.277000000000001,300347.25
8.397,298250.03125
8.477,295692.4375
8.597,292447.5
8.677,290232.1875
8.797,286689.8125
8.877,284509.375
8.997,281324.46875
9.077,279377.1875
9.197000000000001,276136.21875
