x,z
7.5,7.66319034980175
22.5,7.66319034980175
37.5,7.66319034980175
52.5,7.66319034980175
67.5,7.66319034980175
82.5,7.66319034980175
97.5,7.66319034980175
112.5,7.66319034980175
127.5,7.66319034980175
142.5,7.66319034980175
157.5,7.66319034980175
172.5,7.66319034980175
187.5,7.66319034980175
202.5,7.66319034980175
217.5,7.66319034980175
232.5,7.66319034980175
247.5,7.66319034980175
262.5,7.66319034980175
277.5,7.66319034980175
292.5,7.66319034980175
307.5,7.66319034980175
322.5,7.808072715138613
337.5,7.880513897807044
352.5,7.793584478604926
367.5,7.764608005537554
382.5,7.851537424739672
397.5,7.851537424739672
412.5,7.89500213434073
427.5,7.808072715138613
442.5,7.764608005537554
457.5,7.764608005537554
472.5,7.808072715138613
487.5,7.89500213434073
502.5,8.17027862848077
517.5,9.155478712771437
532.5,11.111390644819082
547.5,12.19800838484555
562.5,12.42982016938453
577.5,12.226984857912925
592.5,11.995173073373945
607.5,12.067614256042376
622.5,11.473596558161239
637.5,11.6184789234981
652.5,11.38666713895912
667.5,11.256273010155944
682.5,11.082414171751708
697.5,10.024772904792611
712.5,8.70634338022716
727.5,7.996419790076534
742.5,7.808072715138613
757.5,7.750119769003868
772.5,7.764608005537554
787.5,7.764608005537554
802.5,7.706655059402809
817.5,7.952955080475475
832.5,7.677678586335436
847.5,7.952955080475475
862.5,7.764608005537554
877.5,7.750119769003868
892.5,7.66319034980175
907.5,7.66319034980175
922.5,7.66319034980175
937.5,7.66319034980175
952.5,7.66319034980175
967.5,7.66319034980175
982.5,7.66319034980175
997.5,7.66319034980175
1012.5,7.66319034980175
1027.5,7.66319034980175
1042.5,7.66319034980175
1057.5,7.66319034980175
1072.5,7.66319034980175
1087.5,7.66319034980175
1102.5,7.66319034980175
1117.5,7.66319034980175
