x,z,y
7.5,9.43729371626754,4
22.5,9.425416811630107,4
37.5,9.43050691361758,4
52.5,9.425416811630107,4
67.5,10.095613573313857,4
82.5,9.445777219579993,4
97.5,9.427113512292598,4
112.5,9.466137627529879,4
127.5,9.50346504210467,4
142.5,9.540792456679462,4
157.5,9.63580769377893,4
172.5,9.776633848765641,4
187.5,10.041319152114161,4
202.5,9.951394017002164,4
217.5,10.065072961389028,4
232.5,10.03792575078918,4
247.5,9.959877520314615,4
262.5,9.914066602427372,4
277.5,9.892009493814996,4
292.5,9.927640207727297,4
307.5,9.97175442495205,4
322.5,10.03962245145167,4
337.5,10.10918717861378,4
352.5,10.127850885901175,4
367.5,10.10749047795129,4
382.5,10.049802655426612,4
397.5,9.968361023627068,4
412.5,9.927640207727297,4
427.5,9.90727979977741,4
442.5,9.920853405077334,4
457.5,9.97175442495205,4
472.5,10.032835648801708,4
487.5,10.056589458076575,4
502.5,10.059982859401556,4
517.5,9.966664322964577,4
532.5,9.795297556053036,4
547.5,9.647684598416363,4
562.5,10.1414244912011,4
577.5,9.976844526939521,4
592.5,9.562849565291838,4
607.5,10.080343267351441,4
622.5,9.506858443429651,4
637.5,9.47122772951735,4
652.5,9.459350824879916,4
667.5,10.104097076626308,4
682.5,9.43729371626754,4
697.5,9.447473920242484,4
712.5,10.053196056751593,4
727.5,9.43050691361758,4
742.5,9.455957423554937,4
757.5,9.440687117592521,4
772.5,9.425416811630107,4
787.5,9.425416811630107,4
802.5,9.425416811630107,4
817.5,9.425416811630107,4
832.5,9.425416811630107,4
847.5,9.425416811630107,4
862.5,9.425416811630107,4
877.5,9.425416811630107,4
892.5,9.425416811630107,4
907.5,9.425416811630107,4
922.5,9.425416811630107,4
937.5,9.425416811630107,4
952.5,9.425416811630107,4
967.5,9.425416811630107,4
982.5,9.425416811630107,4
997.5,9.425416811630107,4
1012.5,9.425416811630107,4
1027.5,9.425416811630107,4
1042.5,9.440687117592521,4
1057.5,9.442383818255012,4
1072.5,9.461047525542407,4
1087.5,9.459350824879916,4
1102.5,9.440687117592521,4
1117.5,9.459350824879916,4
