x,z
7.5,7.0789783186814805
22.5,7.0789783186814805
37.5,7.0789783186814805
52.5,7.0789783186814805
67.5,7.0789783186814805
82.5,7.0789783186814805
97.5,7.0789783186814805
112.5,7.0789783186814805
127.5,7.0789783186814805
142.5,7.0789783186814805
157.5,7.0789783186814805
172.5,7.0789783186814805
187.5,7.434441912803813
202.5,7.301143065007938
217.5,7.301143065007938
232.5,7.145627742579418
247.5,7.545524285967042
262.5,7.412225438171168
277.5,7.234493641110001
292.5,7.434441912803813
307.5,7.7232560830282075
322.5,7.434441912803813
337.5,7.234493641110001
352.5,7.523307811334396
367.5,7.278926590375294
382.5,7.234493641110001
397.5,7.234493641110001
412.5,7.234493641110001
427.5,7.7676890322935
442.5,7.3677924889058755
457.5,8.634131542966683
472.5,10.655830734537448
487.5,13.032993520230542
502.5,14.010518404066955
517.5,13.98830192943431
532.5,13.899436030903727
547.5,13.566188911414041
562.5,14.29933257429135
577.5,13.966085454801664
592.5,12.011035687128839
607.5,9.633872901435744
622.5,8.07871967715054
637.5,7.434441912803813
652.5,7.523307811334396
667.5,7.234493641110001
682.5,7.234493641110001
697.5,7.278926590375294
712.5,7.523307811334396
727.5,7.523307811334396
742.5,7.234493641110001
757.5,7.19006069184471
772.5,7.234493641110001
787.5,7.145627742579418
802.5,7.145627742579418
817.5,7.0789783186814805
832.5,7.0789783186814805
847.5,7.0789783186814805
862.5,7.0789783186814805
877.5,7.0789783186814805
892.5,7.0789783186814805
907.5,7.0789783186814805
922.5,7.0789783186814805
937.5,7.0789783186814805
952.5,7.0789783186814805
967.5,7.0789783186814805
982.5,7.0789783186814805
997.5,7.0789783186814805
1012.5,7.0789783186814805
1027.5,7.0789783186814805
1042.5,7.0789783186814805
1057.5,7.0789783186814805
1072.5,7.0789783186814805
1087.5,7.0789783186814805
1102.5,7.0789783186814805
1117.5,7.0789783186814805
