x,z,y
7.5,9.536691296432828,10
22.5,9.536691296432828,10
37.5,9.536691296432828,10
52.5,9.536691296432828,10
67.5,9.536691296432828,10
82.5,9.536691296432828,10
97.5,9.536691296432828,10
112.5,9.536691296432828,10
127.5,9.536691296432828,10
142.5,9.536691296432828,10
157.5,9.536691296432828,10
172.5,9.536691296432828,10
187.5,9.536691296432828,10
202.5,9.536691296432828,10
217.5,9.536691296432828,10
232.5,9.536691296432828,10
247.5,9.536691296432828,10
262.5,9.536691296432828,10
277.5,9.536691296432828,10
292.5,9.536691296432828,10
307.5,9.536691296432828,10
322.5,9.536691296432828,10
337.5,9.536691296432828,10
352.5,9.536691296432828,10
367.5,9.536691296432828,10
382.5,9.536691296432828,10
397.5,9.536691296432828,10
412.5,9.536691296432828,10
427.5,9.536691296432828,10
442.5,9.536691296432828,10
457.5,9.536691296432828,10
472.5,9.536691296432828,10
487.5,9.536691296432828,10
502.5,9.536691296432828,10
517.5,9.536691296432828,10
532.5,9.536691296432828,10
547.5,9.536691296432828,10
562.5,15.141512662432595,10
577.5,9.79073419120902,10
592.5,9.727223467514973,10
607.5,9.71134578659146,10
622.5,9.679590424744436,10
637.5,9.695468105667949,10
652.5,9.77485651028551,10
667.5,9.743101148438484,10
682.5,9.79073419120902,10
697.5,9.568446658279852,10
712.5,9.647835062897412,10
727.5,9.55256897735634,10
742.5,9.870122595826581,10
757.5,9.71134578659146,10
772.5,9.77485651028551,10
787.5,9.679590424744436,10
802.5,9.743101148438484,10
817.5,9.806611872132532,10
832.5,9.758978829361997,10
847.5,9.71134578659146,10
862.5,9.743101148438484,10
877.5,9.743101148438484,10
892.5,9.647835062897412,10
907.5,9.647835062897412,10
922.5,9.77485651028551,10
937.5,9.886000276750092,10
952.5,9.727223467514973,10
967.5,9.870122595826581,10
982.5,9.965388681367653,10
997.5,9.71134578659146,10
1012.5,9.870122595826581,10
1027.5,9.79073419120902,10
1042.5,9.965388681367653,10
1057.5,9.727223467514973,10
1072.5,9.981266362291166,10
1087.5,9.901877957673605,10
1102.5,9.71134578659146,10
1117.5,9.85424491490307,10
