x,z
7.5,7.304147698055431
22.5,7.304147698055431
37.5,7.304147698055431
52.5,7.304147698055431
67.5,7.304147698055431
82.5,7.304147698055431
97.5,7.304147698055431
112.5,7.304147698055431
127.5,7.304147698055431
142.5,7.304147698055431
157.5,7.304147698055431
172.5,7.304147698055431
187.5,7.304147698055431
202.5,7.304147698055431
217.5,7.304147698055431
232.5,7.304147698055431
247.5,7.304147698055431
262.5,7.698957654735684
277.5,7.5509039209805895
292.5,7.452201431810526
307.5,7.476877054103042
322.5,7.452201431810526
337.5,7.452201431810526
352.5,7.748308899320715
367.5,7.575579543273104
382.5,7.797660143905748
397.5,7.5509039209805895
412.5,7.674282032443168
427.5,7.624930787858137
442.5,7.797660143905748
457.5,8.069091989123422
472.5,8.01974074453839
487.5,7.624930787858137
502.5,8.069091989123422
517.5,9.253521859164183
532.5,10.586005462960038
547.5,12.510704001776272
562.5,14.262673184544898
577.5,14.188646317667349
592.5,13.941890094742192
607.5,13.127594559089168
622.5,13.078243314504137
637.5,11.770435333000798
652.5,10.437951729204944
667.5,9.278197481456697
682.5,8.291172589756064
697.5,8.069091989123422
712.5,7.748308899320715
727.5,7.797660143905748
742.5,7.476877054103042
757.5,7.575579543273104
772.5,7.476877054103042
787.5,7.797660143905748
802.5,7.5509039209805895
817.5,7.6002551655656205
832.5,7.6002551655656205
847.5,7.575579543273104
862.5,7.5509039209805895
877.5,7.304147698055431
892.5,7.304147698055431
907.5,7.304147698055431
922.5,7.304147698055431
937.5,7.304147698055431
952.5,7.304147698055431
967.5,7.304147698055431
982.5,7.304147698055431
997.5,7.304147698055431
1012.5,7.304147698055431
1027.5,7.304147698055431
1042.5,7.304147698055431
1057.5,7.304147698055431
1072.5,7.304147698055431
1087.5,7.304147698055431
1102.5,7.304147698055431
1117.5,7.304147698055431
