x,z
7.5,6.302041554054226
22.5,6.302041554054226
37.5,6.302041554054226
52.5,6.302041554054226
67.5,6.302041554054226
82.5,6.302041554054226
97.5,6.302041554054226
112.5,6.302041554054226
127.5,6.302041554054226
142.5,6.302041554054226
157.5,6.302041554054226
172.5,6.302041554054226
187.5,6.302041554054226
202.5,6.302041554054226
217.5,6.302041554054226
232.5,6.302041554054226
247.5,6.302041554054226
262.5,6.502024518190284
277.5,6.482026221776678
292.5,6.4420296289494665
307.5,6.422031332535861
322.5,6.422031332535861
337.5,6.4420296289494665
352.5,6.4420296289494665
367.5,6.622014296671919
382.5,6.4420296289494665
397.5,6.602016000258313
412.5,6.702007482326344
427.5,6.702007482326344
442.5,6.642012593085527
457.5,6.9219887428760085
472.5,7.721920599420244
487.5,9.521767276644773
502.5,12.12154581041354
517.5,12.141544106827146
532.5,12.42152025661763
547.5,12.701496406408111
562.5,13.92139248763807
577.5,13.481429966538741
592.5,13.58142144860677
607.5,13.661414634261194
622.5,13.641416337847588
637.5,13.04146744543941
652.5,10.521682097325069
667.5,7.901905267142697
682.5,6.861993853635191
697.5,6.72200577873995
712.5,6.4420296289494665
727.5,6.482026221776678
742.5,6.582017703844707
757.5,6.482026221776678
772.5,6.4420296289494665
787.5,6.52202281460389
802.5,6.602016000258313
817.5,6.422031332535861
832.5,6.302041554054226
847.5,6.302041554054226
862.5,6.302041554054226
877.5,6.302041554054226
892.5,6.302041554054226
907.5,6.302041554054226
922.5,6.302041554054226
937.5,6.302041554054226
952.5,6.302041554054226
967.5,6.302041554054226
982.5,6.302041554054226
997.5,6.302041554054226
1012.5,6.302041554054226
1027.5,6.302041554054226
1042.5,6.302041554054226
1057.5,6.302041554054226
1072.5,6.302041554054226
1087.5,6.302041554054226
1102.5,6.302041554054226
1117.5,6.302041554054226
