x,z,y
7.5,9.307841571473649,16
22.5,9.307841571473649,16
37.5,9.307841571473649,16
52.5,9.307841571473649,16
67.5,9.307841571473649,16
82.5,9.829493398811403,16
97.5,10.423596868834956,16
112.5,10.93075836763555,16
127.5,11.437919866436143,16
142.5,11.829158736939458,16
157.5,12.118965307682654,16
172.5,12.205907278905613,16
187.5,12.278358921591412,16
202.5,12.365300892814371,16
217.5,11.959571693773896,16
232.5,11.6697651230307,16
247.5,11.264035923990225,16
262.5,10.88728738202407,16
277.5,10.611971139818033,16
292.5,10.336654897611997,16
307.5,10.046848326868801,16
322.5,9.829493398811403,16
337.5,9.684590113439805,16
352.5,9.670099784902646,16
367.5,9.641119127828325,16
382.5,9.568667485142527,16
397.5,9.568667485142527,16
412.5,9.568667485142527,16
427.5,9.467235185382407,16
442.5,9.452744856845248,16
457.5,9.597648142216846,16
472.5,9.394783542696608,16
487.5,9.467235185382407,16
502.5,9.467235185382407,16
517.5,9.525196499531047,16
532.5,9.496215842456728,16
547.5,13.2202302765068,16
562.5,15.393779557080773,16
577.5,9.307841571473649,16
592.5,9.307841571473649,16
607.5,9.307841571473649,16
622.5,9.307841571473649,16
637.5,9.307841571473649,16
652.5,9.307841571473649,16
667.5,9.307841571473649,16
682.5,9.307841571473649,16
697.5,9.307841571473649,16
712.5,9.307841571473649,16
727.5,9.307841571473649,16
742.5,9.307841571473649,16
757.5,9.307841571473649,16
772.5,9.307841571473649,16
787.5,9.307841571473649,16
802.5,9.307841571473649,16
817.5,9.307841571473649,16
832.5,9.307841571473649,16
847.5,9.307841571473649,16
862.5,9.307841571473649,16
877.5,9.307841571473649,16
892.5,9.307841571473649,16
907.5,9.307841571473649,16
922.5,9.307841571473649,16
937.5,9.307841571473649,16
952.5,9.307841571473649,16
967.5,9.307841571473649,16
982.5,9.307841571473649,16
997.5,9.307841571473649,16
1012.5,9.307841571473649,16
1027.5,9.307841571473649,16
1042.5,9.307841571473649,16
1057.5,9.307841571473649,16
1072.5,9.307841571473649,16
1087.5,9.307841571473649,16
1102.5,9.307841571473649,16
1117.5,9.307841571473649,16
