x,z
7.5,7.772220785099916
22.5,7.772220785099916
37.5,7.772220785099916
52.5,7.772220785099916
67.5,7.772220785099916
82.5,7.772220785099916
97.5,7.772220785099916
112.5,7.772220785099916
127.5,7.772220785099916
142.5,7.772220785099916
157.5,7.772220785099916
172.5,7.772220785099916
187.5,7.772220785099916
202.5,7.772220785099916
217.5,7.772220785099916
232.5,7.772220785099916
247.5,7.772220785099916
262.5,7.772220785099916
277.5,7.772220785099916
292.5,7.772220785099916
307.5,7.902247300006467
322.5,7.880576214188709
337.5,7.848069585462071
352.5,7.869740671279829
367.5,7.837234042553192
382.5,7.793891870917674
397.5,7.967260557459743
412.5,7.945589471641984
427.5,7.891411757097588
442.5,7.880576214188709
457.5,7.880576214188709
472.5,8.075615986548534
487.5,8.053944900730777
502.5,8.563215417448102
517.5,9.961000452693527
532.5,11.033719200672575
547.5,11.68385177520533
562.5,11.70552286102309
577.5,11.358785487938952
592.5,11.38045657375671
607.5,11.586331889025416
622.5,11.304607773394556
637.5,11.68385177520533
652.5,11.261265601759039
667.5,11.521318631572141
682.5,11.412963202483349
697.5,10.817008342494988
712.5,9.31086787816077
727.5,8.270655758908362
742.5,8.032273814913019
757.5,7.9889316432775015
772.5,7.848069585462071
787.5,7.848069585462071
802.5,7.815562956735433
817.5,7.804727413826554
832.5,7.804727413826554
847.5,7.848069585462071
862.5,7.869740671279829
877.5,7.9889316432775015
892.5,7.772220785099916
907.5,7.772220785099916
922.5,7.772220785099916
937.5,7.772220785099916
952.5,7.772220785099916
967.5,7.772220785099916
982.5,7.772220785099916
997.5,7.772220785099916
1012.5,7.772220785099916
1027.5,7.772220785099916
1042.5,7.772220785099916
1057.5,7.772220785099916
1072.5,7.772220785099916
1087.5,7.772220785099916
1102.5,7.772220785099916
1117.5,7.772220785099916
