x,z,y
7.5,11.125132724647283,6
22.5,11.1472360408687,6
37.5,10.988092164074505,6
52.5,10.700749053196098,6
67.5,10.572549819111886,6
82.5,10.541605176401903,6
97.5,10.6477010942647,6
112.5,10.77147966510463,6
127.5,10.93946486838739,6
142.5,11.16049803060155,6
157.5,11.248911295487213,6
172.5,11.125132724647283,6
187.5,11.014616143540204,6
202.5,10.837789613768877,6
217.5,10.705169716440382,6
232.5,11.125132724647283,6
247.5,10.60349446182187,6
262.5,10.599073798577585,6
277.5,10.625597778043284,6
292.5,10.815686297547462,6
307.5,10.86873425647886,6
322.5,10.77147966510463,6
337.5,10.422247268806258,6
352.5,10.01996691357649,6
367.5,9.781251098385196,6
382.5,9.604424568613869,6
397.5,9.511590640483924,6
412.5,10.506239870447638,6
427.5,9.387812069643994,6
442.5,10.134904157927851,6
457.5,11.173760020334399,6
472.5,9.414336049109693,6
487.5,9.414336049109693,6
502.5,11.25775262197578,6
517.5,10.21447609632495,6
532.5,9.39665339613256,6
547.5,9.471804671285375,6
562.5,11.30195925441861,6
577.5,9.409915385865409,6
592.5,9.462963344796808,6
607.5,10.85547226674601,6
622.5,9.38339140639971,6
637.5,9.38339140639971,6
652.5,9.38339140639971,6
667.5,9.38339140639971,6
682.5,9.38339140639971,6
697.5,9.38339140639971,6
712.5,9.38339140639971,6
727.5,9.38339140639971,6
742.5,9.38339140639971,6
757.5,9.38339140639971,6
772.5,9.38339140639971,6
787.5,9.38339140639971,6
802.5,9.38339140639971,6
817.5,9.38339140639971,6
832.5,9.427598038842543,6
847.5,9.427598038842543,6
862.5,9.427598038842543,6
877.5,9.392232732888276,6
892.5,9.414336049109693,6
907.5,9.471804671285375,6
922.5,9.458542681552524,6
937.5,9.387812069643994,6
952.5,9.392232732888276,6
967.5,9.445280691819676,6
982.5,10.899678899188842,6
997.5,10.75821767537178,6
1012.5,9.440860028575392,6
1027.5,9.476225334529657,6
1042.5,9.600003905369586,6
1057.5,9.697258496743816,6
1072.5,9.98018094437794,6
1087.5,11.27101461170863,6
1102.5,10.333834003920595,6
1117.5,10.851051603501727,6
